scientificName_Parasite 	Authority	scientificName_Host	Location	PROVINCE
Bacciger lesteri	Bray, 1982          	Selenotoca multifasciata	Australia: Coast of Queensland	Northeast Australian Shelf
Bacciger sprenti	Bray, 1982          	Selenotoca multifasciata	Australia: Coast of Queensland	Northeast Australian Shelf
Tergestia laticollis	(Rudolphi, 1819)          	Selaroides leptolepis	South China Sea	South China Sea
Helicometra selaroides	Shen, 1986          	Selaroides leptolepis	South China Sea	South China Sea
Neidhartia xishaensis	(Gu & Shen, 1983)        	Selar crumenophthalmus	South China Sea	South China Sea
Tergestia hainanensis	Shen, 1990          	Selar boops	South China Sea	South China Sea
Helicometra execta	Linton, 1910          	Sebastiscus marmoratus	South China Sea	South China Sea
Pretestis australianus	Angel & Manter, 1970        	Scortum hilli	Queensland	Northeast Australian Shelf
Bucephalus xiamenensis	Liu, 1994          	Scorpaenopsis gibbosus	South China Sea	South China Sea
Lecithochirium cirrhiti	(Manter & Pritchard, 1960)        	Scorpaenopsis cacopsis	Hawaiian coast	Hawaii
Plerurus digitatus	(Looss, 1899)          	Scomberomorus semifasciatus	Australia: Coast of Queensland	Northeast Australian Shelf
Plerurus digitatus	(Looss, 1899)          	Scomberomorus queenslandicus	Australia: Coast of Queensland	Northeast Australian Shelf
Plerurus scomberomori	Shen, 1990          	Scomberomorus niphonius	South China Sea	South China Sea
Plerurus digitatus	(Looss, 1899)          	Scomberomorus munroi	Australia: Coast of Queensland	Northeast Australian Shelf
Tubulovesicula longicorporis	Shen, 1990          	Scomberomorus koreanus	South China Sea	South China Sea
Bucephalopsis arcuata	(Linton, 1900)          	Scomberomorus guttatus	South China Sea	South China Sea
Rhipidocotyle pentagonum	(Ozaki, 1924)          	Scomberomorus guttatus	South China Sea	South China Sea
Rhipidocotyle baculum	(Linton, 1905)          	Scomberomorus commerson	South China Sea	South China Sea
Plerurus digitatus	(Looss, 1899)          	Scomberomorus commerson	Australia: Coast of Queensland	Northeast Australian Shelf
Didymozoon scomberomori	Ku & Shen, 1965        	Scomberomorus commerson	South China Sea	South China Sea
Rhipidocotyle adbaculum	Manter, 1940          	Scomberomorus commerson	South China Sea	South China Sea
Erilepturus lemeriensis	(Tubangui & Masilungan, 1934)        	Scomberoides lysan	Coast of Philippines	Western Coral Triangle
Prodistomum orientalis	(Layman, 1930)          	Scomber japonicus	Hawaiian coast	Hawaii
Allonematobothrioides scombri	Yamaguti, 1970          	Scomber japonicus	Hawaiian coast	Hawaii
Cephalolepidapedon saba	Yamaguti, 1970          	Scomber japonicus	Hawaiian coast	Hawaii
Nematobothrium robustum	Yamaguti, 1970          	Scomber japonicus	Hawaiian coast	Hawaii
Lecithocladium excisum	(Rudolphi, 1819)          	Scolopsis taeniopterus	South China Sea	South China Sea
Homalometron synagris	(Yamaguti, 1953)          	Scolopsis monogramma	Australia: Coast of Queensland	Northeast Australian Shelf
Neoapocreadium splendens	Cribb & Bray, 1999        	Scolopsis monogramma	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Scolopsis monogramma	Australia: Coast of Queensland	Northeast Australian Shelf
Weketrema hawaiiense	(Yamaguti, 1970)          	Scolopsis bilineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema licinum	Manter, 1970          	Scolopsis bilineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema patialense	(Soparkar, 1924)          	Scatophagus argus	Coast of Philippines	Western Coral Triangle
Lenolopa huizhouensis	Lu & Wu, 1996        	Scatophagus argus	South China Sea	South China Sea
Paracrepidostomum scatophagusi	Lu & Wu, 1996        	Scatophagus argus	South China Sea	South China Sea
Waretrema piscicola	Srivastava, 1939          	Scatophagus argus	Coast of Philippines	Western Coral Triangle
Transversotrema haasi	Witenberg, 1944          	Scarus sordidus	Australia: Coast of Queensland	Northeast Australian Shelf
Pseudomegasolena ishigakiensis	          	Scarus rivulatus	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema haasi	Witenberg, 1944          	Scarus niger	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema haasi	Witenberg, 1944          	Scarus lunula	Coast of Philippines	Western Coral Triangle
Machidatrema leonae	Bray & Cribb, 2000        	Scarus globiceps	Australia: Coast of Queensland	Northeast Australian Shelf
Transversotrema haasi	Witenberg, 1944          	Scarus festivus	Coast of Philippines	Western Coral Triangle
Plerurus digitatus	(Looss, 1899)          	Saurida undosquamis	Australia: Coast of Queensland	Northeast Australian Shelf
Tubulovesicula lindbergi	(Layman, 1930)          	Saurida tumbil	South China Sea	South China Sea
Uterovesiculurus hamati	(Yamaguti, 1934)          	Saurida filamentosa	South China Sea	South China Sea
Plerurus cheni	1994	Saurida elongata	South China Sea	South China Sea
Uterovesiculurus hamati	(Yamaguti, 1934)          	Saurida elongata	South China Sea	South China Sea
Lecithochirium cheni	Li, 1994          	Saurida elongata	South China Sea	South China Sea
Stomachicola sexaginta	Li, 1994          	Saurida elongata	South China Sea	South China Sea
Tubulovesicula sexaginta	Li, 1994          	Saurida elongata	South China Sea	South China Sea
Helicometra execta	Linton, 1910          	Saurida elongata	South China Sea	South China Sea
Helicometra nasae	Nagaty & Abdel Aal, 1962       	Sargocentron violaceum	Coast of Philippines	Western Coral Triangle
Bianium hemistoma	(Ozaki, 1928)          	Sargocentron spinosissumum	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithochirium cirrhiti	(Manter & Pritchard, 1960)        	Sargocentron spiniferum	Hawaiian coast	Hawaii
Lecithochirium cirrhiti	(Manter & Pritchard, 1960)        	Sargocentron rubrum	Australia: Coast of Queensland	Northeast Australian Shelf
Aporocotyle pacifica	Yamaguti, 1970          	Ruvettus pretiosus	Hawaiian coast	Hawaii
Transversotrema patialense	(Soparkar, 1924)          	Rhynchorhamphus georgii	Coast of Philippines	Western Coral Triangle
Bucephalopsis rhynchobati	Wang, 1985          	Rhynchobatus djiddensis	South China Sea	South China Sea
Melogonimus rhodanometra	Bray, Brockerhoff & Cribb, 1995        	Rhina ancylostoma	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Rhabdosargus sarba	Australia: Coast of Queensland	Northeast Australian Shelf
Opegaster synodi	Manter, 1947          	Rhabdosargus sarba	South China Sea	South China Sea
Prosorchis rastrelligi	Ku & Shen, 1964        	Rastrelliger kanagurta	South China Sea	South China Sea
Lecithocladium bulbolabrum	Reid, Coil & Kuntz, 1966        	Rastrelliger kanagurta	South China Sea	South China Sea
Lecithocladium parviovum	Yamaguti, 1953          	Rastrelliger kanagurta	South China Sea	South China Sea
Lecithocladium angustiovum	Yamaguti, 1953          	Rastrelliger kanagurta	Coast of Philippines	Western Coral Triangle
Stephanostomum cobia	Bray & Cribb, 2003        	Rachycentron canadum	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithochirium microstomum	Chandler, 1935          	Rachycentron canadum	South China Sea	South China Sea
Stephanostomum rachycentronis	Shen, 1990          	Rachycentron canadum	South China Sea	South China Sea
Opecoelus pteroisi	Shen, 1986          	Pterois lunulata	South China Sea	South China Sea
Sterrhurus inimici	Yamaguti, 1934          	Pterois lunulata	South China Sea	South China Sea
Ectenurus trachuri	(Yamaguti, 1934)          	Pterocaesio marri	Australia: Coast of Queensland	Northeast Australian Shelf
Lepidapedoides ovale	(Yamaguti, 1942)          	Pterocaesio marri	Australia: Coast of Queensland	Northeast Australian Shelf
Lepidapedoides parvulus	Bray, Cribb & Barker, 1996        	Pterocaesio marri	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithochirium caesionis	Yamaguti, 1942          	Pterocaesio marri	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithochirium pseudosciaenae	Shen, 1990          	Pseudosciaena polyactis	South China Sea	South China Sea
Pseudoprosorhynchus fusiformis	Wang, 1985          	Pseudosciaena polyactis	South China Sea	South China Sea
Ectenurus pseudosciaenae	Gu & Shen        	Pseudosciaena crocea	South China Sea	South China Sea
Rhipidocotyle croceae	Gu & Shen, 1975        	Pseudosciaena crocea	South China Sea	South China Sea
Dollfustrema sinica	Gu & Shen, 1976        	Pseudosciaena crocea	South China Sea	South China Sea
Ectenurus lepidus	Looss, 1907          	Pseudosciaena crocea	South China Sea	South China Sea
Plerurus pseudosciaenae	Shen          	Pseudosciaena crocea	South China Sea	South China Sea
Parahemiurus pseudosciaenae	Shen, 1985          	Pseudosciaena crocea	South China Sea	South China Sea
Lecithochirium priacanthi	Yamaguti, 1953          	Pseudosciaena crocea	South China Sea	South China Sea
Erilepturus hamati	(Yamaguti, 1934)          	Pseudorhombus arsius	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon pearsoni	Anderson & Cribb, 1994        	Pseudorhombus arsius	Australia: Coast of Queensland	Northeast Australian Shelf
Prototransversotrema steeri	(Angel, 1969)          	Pseudomugil signifer	Queensland	Northeast Australian Shelf
Diphterostomum brusinae	(Stossich, 1889)          	Pseudocaranx dentex	Australia: Coast of Queensland	Northeast Australian Shelf
Paramonorcheides pseudocaranxi	Dove & Cribb, 1998        	Pseudocaranx dentex	Australia: Coast of Queensland	Northeast Australian Shelf
Provitellus turrum	Dove & Cribb, 1998        	Pseudocaranx dentex	Australia: Coast of Queensland	Northeast Australian Shelf
Neoprosorhynchus pseudecheneis	Wang & Guo, 1983        	Pseudecheneis sulcatus	South China Sea	South China Sea
Tubulovesicula lindbergi	(Layman, 1930)          	Psettodes erumei	South China Sea	South China Sea
Stephanostomum imparispine	(Linton, 1905)          	Psettodes erumei	South China Sea	South China Sea
Torticaecum fenestratum	(Linton, 1907)          	Psettodes erumei	South China Sea	South China Sea
Tormopsolus echenei	Parukhin, 1966          	Psettodes erumei	South China Sea	South China Sea
Prosorhynchus longus	Velasquez, 1959          	Psettodes erumei	Coast of Philippines	Western Coral Triangle
Rhipidocotyle laruei	Velasquez, 1959          	Psettodes erumei	Coast of Philippines	Western Coral Triangle
Tubulovesicula muraenesocis	Yamaguti, 1934          	Psettodes erumei	South China Sea	South China Sea
Monilicaecum ventricosum	Yamaguti, 1942          	Psettodes erumei	South China Sea	South China Sea
Monascus filiformis	(Rudolphi, 1819)          	Psenes indicus	South China Sea	South China Sea
Cypseluritrema prognichthydis	Shen & Li, 2000        	Prognichthys brevipinnis	South China Sea	South China Sea
Lepidapedon golphick	Oshmarin, 1968          	Pristipomoides typus	South China Sea	South China Sea
Lepidapedoides kalikali	Yamaguti, 1970          	Pristipomoides sieboldii	Hawaiian coast	Hawaii
Allolepidapedon pristipomoidis	Shen, 1985          	Pristipomoides microlepis	South China Sea	South China Sea
Paracryptogonimus apharei	Yamaguti, 1970          	Pristipomoides microlepis	South China Sea	South China Sea
Lepidapedoides kalikali	Yamaguti, 1970          	Pristipomoides auricilla	Hawaiian coast	Hawaii
Petalocotyle adenometra	Hall & Cribb, 2000        	Prionurus microlepidotus	Australia: Coast of Queensland	Northeast Australian Shelf
Gonapodasmius haemuli	(MacCallum & MacCallum, 1916)        	Priacanthus tayenus	Hawaiian coast	Hawaii
Didymocystoides dolichorchis	Gu & Shen, 1983        	Priacanthus tayenus	South China Sea	South China Sea
Didymozoon longicollopsis	Gu & Shen, 1983        	Priacanthus tayenus	South China Sea	South China Sea
Liliaoralis cataluphi	Korotaeva, 1994          	Priacanthus tayenus	South China Sea	South China Sea
Didymozoon priacanthi	Ku & Shen, 1965        	Priacanthus tayenus	South China Sea	South China Sea
Neometadidymozoon polymorphis	(Oshmarin & Mamaev, 1963)        	Priacanthus macracanthus	Australia: Coast of Queensland	Northeast Australian Shelf
Didymocystoides dolichorchis	Gu & Shen, 1983        	Priacanthus macracanthus	South China Sea	South China Sea
Liliaoralis cataluphi	Korotaeva, 1994          	Priacanthus macracanthus	South China Sea	South China Sea
Didymozoon priacanthi	Ku & Shen, 1965        	Priacanthus macracanthus	South China Sea	South China Sea
Syncorpozoum hainanensis	Ku & Shen, 1965        	Priacanthus macracanthus	South China Sea	South China Sea
Aephnidiogenes barbarus	Nicoll, 1915          	Pomadasys kaakan	Australia: Coast of Queensland	Northeast Australian Shelf
Lasiotocus cryptostoma	(Oshmarin, 1966)          	Pomadasys hasta	South China Sea	South China Sea
Aephnidiogenes barbarus	Nicoll, 1915          	Pomadasys hasta	South China Sea	South China Sea
Aephnidiogenes barbarus	Nicoll, 1915          	Pomadasys hasta	Coast of Philippines	Western Coral Triangle
Plerurus pomadasydis	Shen & Tong, 1985        	Pomadasys hasta	South China Sea	South China Sea
Opecoelus minimus	(Tubangui, 1928)          	Pomadasys argenteus	Coast of Philippines	Western Coral Triangle
Aephnidiogenes barbarus	Nicoll, 1915          	Pomadasys argenteus	Coast of Philippines	Western Coral Triangle
Azygia pristipomai	Tubangui, 1928          	Pomadasys argenteus	Coast of Philippines	Western Coral Triangle
Lepotrema monile	Bray & Cribb, 1998        	Pomacentrus wardi	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Pomacentrus wardi	Australia: Coast of Queensland	Northeast Australian Shelf
Mitotrema anthostomatum	Manter, 1963          	Pomacentrus wardi	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Pomacentrus wardi	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus wardi	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Pomacentrus vaiuli	Australia: Coast of Queensland	Northeast Australian Shelf
Schikhobalotrema pomacentri	(Manter, 1937)          	Pomacentrus tripunctatus	Australia: Coast of Queensland	Northeast Australian Shelf
Derogenes pearsoni	Bray, Cribb & Barker, 1993        	Pomacentrus tripunctatus	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus tripunctatus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Pomacentrus taeniometapon	Australia: Coast of Queensland	Northeast Australian Shelf
Schikhobalotrema pomacentri	(Manter, 1937)          	Pomacentrus philippinus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Pomacentrus philippinus	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha heronensis	Bray, Cribb & Barker, 1993        	Pomacentrus philippinus	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Pomacentrus pavo	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus pavo	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha heronensis	Bray, Cribb & Barker, 1993        	Pomacentrus nigromarginatus	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus nigromarginatus	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Pomacentrus nagasakiensis	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus nagasakiensis	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Derogenes pearsoni	Bray, Cribb & Barker, 1993        	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha heronensis	Bray, Cribb & Barker, 1993        	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Aponurus laguncula	Looss, 1907          	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus moluccensis	Australia: Coast of Queensland	Northeast Australian Shelf
Mitotrema anthostomatum	Manter, 1963          	Pomacentrus melanochir	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Pomacentrus jenkinsi	Hawaiian coast	Hawaii
Thulinia microrchis	(Yamaguti, 1934)          	Pomacentrus inornatus	Hawaiian coast	Hawaii
Mitotrema anthostomatum	Manter, 1963          	Pomacentrus flavicauda	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Pomacentrus flavicauda	Australia: Coast of Queensland	Northeast Australian Shelf
Schikhobalotrema pomacentri	(Manter, 1937)          	Pomacentrus chrysurus	Australia: Coast of Queensland	Northeast Australian Shelf
Derogenes pearsoni	Bray, Cribb & Barker, 1993        	Pomacentrus chrysurus	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Pomacentrus chrysurus	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Pomacentrus chrysurus	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos cannoni	Barker, Bray & Cribb, 1993        	Pomacentrus bankanensis	Australia: Coast of Queensland	Northeast Australian Shelf
Galactosomum bearupi	Pearson, 1973          	Pomacentrus bankanensis	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Pomacentrus amboinensis	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha heronensis	Bray, Cribb & Barker, 1993        	Pomacentrus amboinensis	Australia: Coast of Queensland	Northeast Australian Shelf
Antorchis pomacanthi	(Hafeezullah & Siddiqi, 1970)        	Pomacanthus sexstriatus	Australia: Coast of Queensland	Northeast Australian Shelf
Paradiscogaster machidai	Cribb, Anderson & Bray, 1999        	Pomacanthus sexstriatus	Australia: Coast of Queensland	Northeast Australian Shelf
Antorchis pomacanthi	(Hafeezullah & Siddiqi, 1970)        	Pomacanthus semicirculatus	Australia: Coast of Queensland	Northeast Australian Shelf
Paradiscogaster machidai	Cribb, Anderson & Bray, 1999        	Pomacanthus semicirculatus	Australia: Coast of Queensland	Northeast Australian Shelf
Neopreptetos arusettae	Machida, 1982          	Pomacanthus semicirculatus	Australia: Coast of Queensland	Northeast Australian Shelf
Plagioporus pomacanthi	Shen & Li, 2000        	Pomacanthus annularis	South China Sea	South China Sea
Gonapodasmius hapuki	Pozdnyakov, 1994          	Polyprion oxygeneios	Coast of New Guinea	Western Coral Triangle
Bucephalus polymorphus	Von Baer, 1827         	Polymorphus indicus	South China Sea	South China Sea
Stephanostomum polymixiae	Yamaguti, 1970          	Polymixia japonica	Hawaiian coast	Hawaii
Lecithochirium poecilopsettae	Shen, 1990          	Poecilopsetta plinthus	South China Sea	South China Sea
Tubulovesicula anguillae	Yamaguti, 1934          	Poecilopsetta plinthus	South China Sea	South China Sea
Ascocotyle felippei	Price, 1935          	Poecilia reticulata	Hawaiian Islands	Hawaii
Transversotrema patialense	(Soparkar, 1924)          	Poecilia latipinna	Coast of Philippines	Western Coral Triangle
Plerurus digitatus	(Looss, 1899)          	Plectropomus leopardus	Australia: Coast of Queensland	Northeast Australian Shelf
Pacificreadium serrani	(Nagaty & Abdel Aal, 1962)       	Plectropomus leopardus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Plectropomus leopardus	Australia: Coast of Queensland	Northeast Australian Shelf
Pseudopecoelus elongatus	(Yamaguti, 1938)          	Plectropomus leopardus	South China Sea	South China Sea
Rhipidocotyle clavivesiculum	Ku & Shen, 1975        	Plectropomus leopardus	South China Sea	South China Sea
Pearsonellum corventum	Overstreet & Koie, 1989        	Plectropomus leopardus	Australia: Coast of Queensland	Northeast Australian Shelf
Pseudoprosorhynchus hainanensis	Shen, 1990          	Plectropomus leopardus	South China Sea	South China Sea
Derogenes pearsoni	Bray, Cribb & Barker, 1993        	Plectroglyphidodon lacrymatus	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Plectroglyphidodon dickii	Australia: Coast of Queensland	Northeast Australian Shelf
Derogenes pharyngicola	Bray, Cribb & Barker, 1993        	Plectroglyphidodon dickii	Australia: Coast of Queensland	Northeast Australian Shelf
Mitotrema anthostomatum	Manter, 1963          	Plectroglyphidodon dickii	Australia: Coast of Queensland	Northeast Australian Shelf
Aephnidiogenes hainanensis	Shen & Tung, 1990        	Plectorhynchus pictus	South China Sea	South China Sea
Weketrema hawaiiense	(Yamaguti, 1970)          	Plectorhynchus gibbosus	Australia: Coast of Queensland	Northeast Australian Shelf
Rhopalotrema pterygionastes	Anderson, 1998          	Platycephalus indicus	Australia: Coast of Queensland	Northeast Australian Shelf
Dollfustrema sinica	Gu & Shen, 1976        	Platycephalus indicus	South China Sea	South China Sea
Pseudopecoelina platycephali	Shen, 1986          	Platycephalus indicus	South China Sea	South China Sea
Helicodidymozoon helicis	(Lester, 1979)          	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Erilepturus hamati	(Yamaguti, 1934)          	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon brevicolle	(Yamaguti, 1938)          	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon moretonensis	Anderson & Cribb, 1994        	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon suttiei	Anderson & Cribb, 1994        	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Rhopalotrema elusivum	Anderson, 1998          	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Neometadidymozoon helicis	Lester, 1979          	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Aponurus laguncula	Looss, 1907          	Platycephalus fuscus	Australia: Coast of Queensland	Northeast Australian Shelf
Erilepturus hamati	(Yamaguti, 1934)          	Platycephalus endrachtensis	Australia: Coast of Queensland	Northeast Australian Shelf
Helicodidymozoon tortor	Anderson & Cribb, 1994        	Platycephalus endrachtensis	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon lesteri	Anderson & Cribb, 1994        	Platycephalus endrachtensis	Australia: Coast of Queensland	Northeast Australian Shelf
Indodidymozoon pearsoni	Anderson & Cribb, 1994        	Platycephalus endrachtensis	Australia: Coast of Queensland	Northeast Australian Shelf
Aponurus laguncula	Looss, 1907          	Platycephalus endrachtensis	Australia: Coast of Queensland	Northeast Australian Shelf
Diploproctodaeum rutellum	(Mamaev, 1970)          	Platax teira	Australia: Coast of Queensland	Northeast Australian Shelf
Neomultitestis aspidogastriformis	Bray & Cribb, 2003        	Platax teira	Australia: Coast of Queensland	Northeast Australian Shelf
Prosorchiopsis plataxonis	Gu & Shen, 1979        	Platax teira	South China Sea	South China Sea
Multitestis magnacetabulum	Mamaev, 1970          	Platax teira	Australia: Coast of Queensland	Northeast Australian Shelf
Neomultitestis bengalensis	(Madhavi, 1972)          	Platax orbicularis	South China Sea	South China Sea
Diploproctodaeum rutellum	(Mamaev, 1970)          	Platax orbicularis	South China Sea	South China Sea
Prosogonotrema plataxum	Gu & Shen, 1979        	Platax orbicularis	South China Sea	South China Sea
Didymozoon gigas	Ku & Shen, 1965        	Platax orbicularis	South China Sea	South China Sea
Diploproctodaeum plataxi	Mamaev, 1970          	Platax orbicularis	South China Sea	South China Sea
Diploproctodaeum tsubameuo	Bray & Cribb, 2003        	Platax batavianus	Australia: Coast of Queensland	Northeast Australian Shelf
Erilepturus pisoodonophis	Shen, 1990          	Pisoodonophis cancrivorous	South China Sea	South China Sea
Sterrhurus pisoodonophis	Shen, 1990          	Pisoodonophis cancrivorous	South China Sea	South China Sea
Cableia pudica	Bray, Cribb & Barker, 1996        	Pervagor janthinosoma	Australia: Coast of Queensland	Northeast Australian Shelf
Anisoporus cobraeformis	Ozaki, 1928          	Peristedion orientale	South China Sea	South China Sea
Trifoliovarium ovarilobulus	(Wang, 1989)          	Pelates quadrilineatus	Australia: Coast of Queensland	Northeast Australian Shelf
Weketrema hawaiiense	(Yamaguti, 1970)          	Parupeneus porphyreus	Hawaiian coast	Hawaii
Paropecoelus palawanensis	(Fischthal & Kuntz, 1964)        	Parupeneus indicus	Coast of Philippines	Western Coral Triangle
Weketrema hawaiiense	(Yamaguti, 1970)          	Parupeneus bifasciatus	Hawaiian coast	Hawaii
Paropecoelus palawanensis	(Fischthal & Kuntz, 1964)        	Parupeneus barberinus	Coast of Philippines	Western Coral Triangle
Schikhobalotrema pomacentri	(Manter, 1937)          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Lepocreadium clavatum	(Ozaki, 1932)          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Thulinia microrchis	(Yamaguti, 1934)          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos xesuri	(Yamaguti, 1940)          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Macvicaria heronensis	Bray & Cribb, 1989        	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithaster stellatus	Looss, 1906          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Lepotrema clavatum	Ozaki, 1932          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Hysterolecitha nahaensis	Yamaguti, 1942          	Parma polylepis	Australia: Coast of Queensland	Northeast Australian Shelf
Cypseluritrematoides minor	Gu & Shen, 1979        	Parexocoetus brachypterus	South China Sea	South China Sea
Cardicola ahi	Yamaguti, 1970          	Parathunnus sibi	Hawaiian coast	Hawaii
Lecithocladium apolecti	Velasquez, 1962          	Parastromateus niger	Coast of Philippines	Western Coral Triangle
Tergestia hainanensis	Shen, 1990          	Parargyrops edita	South China Sea	South China Sea
Hamacreadium mutabile	Linton, 1910          	Parapristipoma trilineatum	South China Sea	South China Sea
Lecithocladium parapristipomatis	Liu, 1997          	Parapristipoma trilineatum	South China Sea	South China Sea
Preptetos parapristipomae	Liu, 2002          	Parapristipoma trilineatum	South China Sea	South China Sea
Opecoelus inimici	Yamaguti, 1934          	Parapristipoma trilineatum	South China Sea	South China Sea
Opegaster parapristipomatis	Yamaguti, 1934          	Parapristipoma trilineatum	South China Sea	South China Sea
Plagioporus ira	Yamaguti, 1940          	Paraplagusia japonica	South China Sea	South China Sea
Trifoliovarium ovarilobulus	(Wang, 1989)          	Paramonacanthus japonicus	Australia: Coast of Queensland	Northeast Australian Shelf
Diploproctodaeum yosogi	Bray, Cribb & Barker, 1966        	Paramonacanthus japonicus	Australia: Coast of Queensland	Northeast Australian Shelf
Diplocreadium tangaloomaensis	Bray, Cribb & Barker, 1996        	Paramonacanthus japonicus	Australia: Coast of Queensland	Northeast Australian Shelf
Tergestia hainanensis	Shen, 1990          	Paragyrops editis	South China Sea	South China Sea
Lecithochirium holocentri	Yamaguti, 1970          	Paragyrops editis	South China Sea	South China Sea
Neohypocreadium dorsoporum	Machida & Uchida, 1987        	Parachaetodon ocellatus	Australia: Coast of Queensland	Northeast Australian Shelf
Hurleytrematoides malabonensis	Velasquez, 1961          	Parachaetodon ocellatus	Coast of Philippines	Western Coral Triangle
Paracryptogonimus manilensis	Velasquez, 1961          	Parachaetodon ocellatus	Coast of Philippines	Western Coral Triangle
Lecithocladium harpodontis	Srivastava, 1937          	Pampus argenteus	South China Sea	South China Sea
Pycnadenoides reversati	Aken-Ova, 2003          	Pagrus auratus	Australia: Coast of Queensland	Northeast Australian Shelf
Macvicaria alacris	(Looss, 1901)         	Pagrosomus major	South China Sea	South China Sea
Transversotrema haasi	Witenberg, 1944          	Oxycheilinus diagrammus	Coast of Philippines	Western Coral Triangle
